,T,dof,alternative,p-val,CI95%,cohen-d,BF10,power,feature,p-corr,significant
0,3.658361400497376,1837.8656746077081,two-sided,0.0002609864027666727,[0.01 0.04],0.1704951199015236,39.112,0.9550690964977254,danceability,0.0023488776249000545,True
1,-0.31322888550596306,1839.2347529668111,two-sided,0.7541422895995648,[-0.02  0.02],0.014593887870897822,0.055,0.06129333144994085,energy,1.0,False
2,2.322236998461817,1823.9949889772677,two-sided,0.02032977306873855,[0.06 0.71],0.10835241247985847,0.757,0.6419089559697041,loudness,0.18296795761864693,False
3,-0.12667547898777481,1832.9109508424376,two-sided,0.8992111484986658,[-0.01  0.01],0.005906861324891438,0.053,0.051839947862480425,speechiness,1.0,False
4,1.3711758849351248,1837.9144723532054,two-sided,0.17048752643903958,[-0.01  0.04],0.06381808949071224,0.133,0.27754576369717004,acousticness,1.0,False
5,-0.6207032626788184,1833.027520384035,two-sided,0.534872048700334,[-0.01  0.  ],0.028943021447114997,0.063,0.09516595997559109,instrumentalness,1.0,False
6,-0.21090191296309813,1839.7304376882598,two-sided,0.8329871683825832,[-0.02  0.01],0.009824700944499878,0.054,0.05510004701644716,liveness,1.0,False
7,0.7836853679992505,1836.641877166015,two-sided,0.433325799235165,[-0.01  0.03],0.03652925603449679,0.071,0.12271254467938371,valence,1.0,False
8,-2.0457553788688454,1831.5266342186828,two-sided,0.04092301552701265,[-5.12 -0.11],0.09540419443032135,0.417,0.5342501239419915,tempo,0.36830713974311385,False
